y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
OpenAI,199.20305,-0.30757,-101.07495,-0.88572,228.99942,-118.2997,Q4,-0.71053,-0.22675,10.18206,-3.89152,True,945.4778
Antrophic,200.77026,-0.76504,-106.19518,-0.90491,230.58659,-120.52266,Q3,-1.55492,0.46719,12.19356,-0.25567,True,950.7537
OpenAI,200.24181,-0.8348,-98.68465,-0.88576,230.03436,-124.14334,Q3,0.11451,-0.6221,13.36192,-4.44914,True,951.86672
Mistral,200.37689,-0.23498,-99.87471,-0.89515,230.17275,-118.26397,Q3,-1.27813,-0.63768,12.90262,-1.83937,True,951.9471
OpenAI,200.75064,-0.54384,-101.18621,-0.88414,230.5386,-118.94755,Q3,1.15686,-0.86384,12.21234,0.10971,True,953.16008
Antrophic,200.58776,1.68967,-98.57298,-0.88743,230.3587,-119.69899,Q3,-1.45584,-0.20623,8.03521,5.8422,True,953.65231
Antrophic,200.7406,1.10948,-104.30262,-0.89189,230.53715,-121.90666,Q3,-0.72146,-0.07933,5.16593,1.21546,True,951.55167
OpenAI,199.18857,0.42917,-95.63554,-0.88168,228.97358,-120.52961,Q4,-0.75214,-1.86073,8.59341,-4.03472,True,948.12507
Mistral,198.61168,0.8105,-103.51002,-0.89293,228.41456,-120.64283,nan,-0.54452,-0.25999,11.36589,-1.68301,True,941.3034
OpenAI,201.08429,-0.10642,-98.86645,-0.88327,230.86816,-122.09652,Q2,-0.18664,-0.57714,8.58601,-1.33234,True,955.98822
OpenAI,199.90578,-0.89481,-102.92999,-0.8914,229.72619,-123.75998,Q4,1.51006,-3.49981,10.88844,-4.70647,True,948.06388
OpenAI,200.46807,-0.42844,-100.89718,-0.8808,230.25498,-121.01762,Q3,0.5839,-1.21595,10.79445,-7.45985,True,951.89177
Antrophic,199.8562,0.60441,-103.73659,-0.89765,229.6532,-118.41314,Q4,-0.25782,-0.24298,13.02138,2.46071,True,947.41271
OpenAI,200.84393,0.36357,-106.6321,-0.89529,230.672,-122.77154,Q3,1.92779,-0.45038,7.23753,1.81506,True,950.90361
Mistral,201.36599,0.63694,-101.61215,-0.88637,231.15139,-122.47427,Q2,1.03816,1.83463,10.36223,4.54405,True,956.02388
Antrophic,200.18831,0.47281,-101.73985,-0.90114,230.02063,-118.42169,Q3,0.84198,-0.04299,11.96798,-4.38717,True,950.07163
OpenAI,197.73828,0.89261,-92.7345,-0.87955,227.52058,-119.1098,nan,2.37445,-1.11822,8.31626,3.03841,True,942.32416
OpenAI,198.47548,-0.614,-95.71007,-0.89036,228.29956,-118.64572,nan,-0.15724,-0.96943,12.54991,-2.31189,True,944.52236
Mistral,200.147,0.60821,-102.66724,-0.89065,229.93074,-121.61279,Q3,3.23435,0.99628,14.48636,-0.29275,True,949.40136
Mistral,199.50946,-1.11369,-103.206,-0.89187,229.30992,-119.18814,Q4,0.27794,-1.14732,9.83852,-2.72023,True,945.94428
Mistral,200.3139,1.1994,-99.89888,-0.87831,230.11391,-120.87927,Q3,0.55958,0.9144,5.33503,-5.23881,True,951.62007
Mistral,200.45434,-0.19198,-104.7911,-0.89402,230.24017,-118.34988,Q3,-0.9083,-0.23671,4.99093,7.86336,True,949.87616
OpenAI,199.44081,0.53772,-101.44938,-0.8912,229.26184,-119.07334,Q4,0.40323,2.0752,9.99121,-2.88117,True,946.47938
Antrophic,201.17421,-0.20567,-100.48783,-0.90721,231.00675,-119.87084,Q2,-0.63166,0.11402,13.37415,1.72656,True,955.62715
Mistral,201.21141,-0.66063,-93.89596,-0.87861,231.0136,-119.19586,Q2,-1.43555,-2.11574,20.71682,1.05589,True,959.10905
OpenAI,199.61636,-0.83931,-97.5762,-0.88485,229.4056,-120.17726,Q4,0.28833,-0.81783,13.61934,-1.80832,True,949.29371
Mistral,200.95255,1.37469,-100.15695,-0.87387,230.7312,-123.29361,Q3,-0.75627,0.24975,16.92573,-1.37935,True,954.68425
Mistral,200.46397,1.06991,-101.76502,-0.89187,230.24783,-121.76569,Q3,1.33904,0.84155,10.65104,-0.57251,True,951.43736
OpenAI,200.47459,0.00823,-97.77572,-0.89419,230.29446,-123.0408,Q3,0.73573,1.51677,5.84467,2.26,True,953.48508
OpenAI,199.39266,0.65986,-101.23848,-0.88197,229.18414,-115.38607,Q4,0.97813,-2.07094,9.76725,-2.86642,True,946.34404
OpenAI,199.89528,0.76683,-98.60533,-0.89077,229.71136,-123.5318,Q4,-0.44945,-0.63403,12.54693,-5.02629,True,950.17374
OpenAI,202.35,0.42504,-100.79142,-0.88265,232.13273,-122.64223,Q1,0.14671,-0.4288,8.89584,4.06208,True,961.3543
OpenAI,200.87895,0.87169,-100.39228,-0.88633,230.67554,-123.65193,Q3,-1.57204,0.90836,11.40162,-0.33175,True,954.1986
Mistral,198.66803,0.66757,-95.27548,-0.89309,228.4661,-121.69103,nan,0.03528,-0.18121,16.72324,4.12205,True,945.70242
Mistral,198.94928,-1.32537,-104.87748,-0.87664,228.74359,-118.78119,nan,-1.00425,-1.02199,7.77286,-1.86574,True,942.30767
Antrophic,200.04206,0.01376,-101.3479,-0.89615,229.83901,-121.89106,Q3,-1.32391,-1.05032,13.90847,0.88433,True,949.53636
Antrophic,199.65315,1.01607,-99.77682,-0.90033,229.48518,-121.07563,Q4,-0.29716,-0.17934,11.05177,1.26257,True,948.37736
OpenAI,200.13012,-0.45308,-99.52862,-0.88427,229.92152,-120.95412,Q3,2.34489,-1.95592,11.70479,0.09129,True,950.88629
Mistral,200.33072,-0.11471,-96.47136,-0.89664,230.12619,-119.4839,Q3,0.44527,0.75938,13.37542,-0.41379,True,953.41792
Mistral,201.13398,0.42058,-106.78152,-0.89277,230.91956,-124.0507,Q2,1.3514,0.55194,10.69163,-0.63941,True,952.27912
OpenAI,200.76596,-0.34676,-102.17544,-0.88751,230.58084,-119.89905,Q3,-2.03688,-0.31973,11.48633,1.60619,True,952.74209
OpenAI,200.35525,-1.20167,-102.04615,-0.88046,230.14344,-120.73626,Q3,2.25433,-0.32823,8.31953,3.51954,True,950.75316
Mistral,199.65523,-1.06832,-91.8492,-0.88015,229.44096,-119.25208,Q4,0.73886,-0.00878,9.52768,-1.24034,True,952.35156
Mistral,200.04586,0.58618,-99.48446,-0.88953,229.82742,-120.98858,Q3,0.03406,1.54375,7.81963,3.53979,True,950.48705
OpenAI,199.06122,-0.08323,-102.24816,-0.89008,228.88227,-119.27327,Q4,-0.53208,1.8955,14.67919,2.7098,True,944.18201
OpenAI,200.43598,-0.02256,-96.08653,-0.88304,230.23203,-119.508,Q3,-1.6016,-0.46427,10.89862,-8.26238,True,954.13666
Antrophic,200.90501,0.55032,-99.23539,-0.89975,230.71636,-119.36125,Q3,0.06993,-0.18355,8.10648,-4.68031,True,954.90737
Mistral,198.85536,-0.89722,-90.98731,-0.87631,228.63609,-121.71785,nan,-0.2534,-0.18357,6.32139,1.17857,True,948.78317
OpenAI,199.92191,1.64837,-102.80629,-0.88728,229.72262,-119.43315,Q4,0.49468,-1.31643,11.30396,0.95775,True,948.20642
Antrophic,200.06758,0.83322,-101.79229,-0.90286,229.88788,-117.94934,Q3,0.02533,-0.58628,11.01309,0.50324,True,949.44178
OpenAI,201.68955,1.04309,-105.53399,-0.89325,231.51421,-122.77232,Q2,-0.34235,0.08384,13.49645,-3.69771,True,955.68078
Mistral,199.55307,-1.30433,-100.19812,-0.89478,229.35159,-116.48634,Q4,0.74839,2.19512,5.96936,-3.67221,True,947.66629
Antrophic,201.81992,1.53867,-101.06294,-0.88949,231.61125,-123.80492,Q2,0.23422,0.42161,13.93657,-2.29626,True,958.56813
OpenAI,198.91165,-0.77547,-97.46569,-0.88519,228.7047,-121.13847,nan,1.10772,-1.27348,8.76768,-2.77104,True,945.82539
OpenAI,199.38977,0.47524,-100.83052,-0.88302,229.1806,-120.70601,Q4,-0.98626,2.40989,8.53574,-2.21486,True,946.5336
Mistral,199.66934,1.13154,-100.55352,-0.88016,229.45853,-117.0943,Q4,-0.1049,-1.35378,12.25803,2.66872,True,948.06995
Mistral,198.09054,0.07379,-97.53083,-0.88872,227.88175,-118.8377,nan,-0.66899,-1.96718,12.65348,-1.38527,True,941.68728
OpenAI,199.63827,-0.77175,-96.03857,-0.88225,229.4305,-120.89849,Q4,-0.06029,-2.87444,12.4384,1.62335,True,950.17204
Antrophic,201.08545,0.20917,-104.09243,-0.89918,230.91097,-120.29149,Q2,-0.30487,0.28184,7.44186,1.88765,True,953.38105
OpenAI,199.67342,-0.3474,-101.23075,-0.89223,229.4989,-120.62659,Q4,0.51746,0.1556,13.71717,-1.23149,True,947.75172
Mistral,199.04217,0.22357,-94.8722,-0.89302,228.84576,-119.77535,Q4,-0.26039,0.41272,11.07878,-0.09306,True,947.77473
OpenAI,202.68343,0.35805,-105.70803,-0.88073,232.4689,-125.79831,Q1,-1.51444,0.63246,9.30131,0.52375,True,960.56312
OpenAI,199.78899,0.44016,-103.42407,-0.88111,229.58048,-117.80929,Q4,-0.38357,2.54315,12.95632,-3.47717,True,947.23291
Antrophic,199.21415,-0.85946,-102.4909,-0.9055,229.02929,-120.28038,Q4,-1.33579,-0.45325,13.15161,2.76269,True,944.82531
OpenAI,201.19198,-0.20805,-103.64724,-0.88328,230.98323,-121.67,Q2,1.66768,-0.62017,11.44528,-3.09201,True,954.1363
OpenAI,199.07075,-0.27338,-103.16089,-0.87969,228.85684,-118.73076,Q4,0.76188,-0.47794,8.13905,7.49369,True,943.77331
OpenAI,199.98431,0.40108,-95.50323,-0.89195,229.80506,-121.18482,Q4,0.7122,-0.38379,10.1234,-6.38286,True,952.16993
Mistral,202.01927,2.08413,-100.01685,-0.87921,231.80252,-122.57376,Q1,-1.20478,-0.65671,13.92827,-2.53525,True,960.08794
OpenAI,199.68186,-0.62993,-100.94211,-0.88403,229.47799,-121.53189,Q4,1.80906,-0.29878,10.27591,-3.59661,True,947.93823
Antrophic,198.94857,-0.42754,-101.48545,-0.8986,228.7433,-118.12997,nan,0.51595,-0.23757,7.45767,4.70377,True,944.00014
OpenAI,199.31858,-0.29501,-95.53812,-0.88909,229.13242,-119.00054,Q4,0.1237,-0.10535,12.00574,-2.57688,True,948.82386
OpenAI,199.70204,-0.68929,-99.22519,-0.88651,229.49841,-118.78231,Q4,0.69292,-0.03528,11.14596,-2.6365,True,948.89761
Mistral,199.20934,0.23362,-96.57673,-0.89296,229.01451,-120.08549,Q4,-3.11442,-2.65557,14.12496,-0.83103,True,947.75831
OpenAI,200.48963,-0.48818,-102.08041,-0.89406,230.31965,-120.042,Q3,-0.44569,-0.85988,15.52922,-4.65595,True,951.40793
Mistral,199.53237,0.9301,-102.1789,-0.88004,229.3288,-123.69708,Q4,1.52843,-0.45001,10.08262,0.47582,True,946.57237
OpenAI,199.43045,-0.38919,-97.684,-0.88337,229.22104,-119.74818,Q4,2.59896,-0.92913,8.37173,2.40036,True,948.31027
Antrophic,199.87887,-0.34664,-101.31514,-0.88564,229.65452,-118.55376,Q4,0.61863,2.04423,11.34758,0.91598,True,948.73679
Mistral,197.92964,-0.50663,-97.17898,-0.89639,227.72524,-117.4941,nan,-0.33402,-1.52097,8.524,2.21843,True,941.0587
OpenAI,199.98754,0.10336,-101.203,-0.89474,229.81854,-119.97335,Q4,-3.05171,0.94303,11.62751,-0.56482,True,949.33622
Mistral,199.40135,0.59369,-102.19981,-0.88385,229.18834,-121.36988,Q4,-0.50753,-0.99098,12.99722,-1.2745,True,945.90686
OpenAI,199.41943,0.69957,-101.36475,-0.89132,229.2303,-119.66557,Q4,-0.54866,2.60845,10.37721,0.96473,True,946.41478
Mistral,199.38447,0.71361,-99.90995,-0.88079,229.18629,-121.43389,Q4,1.19464,-0.48999,3.2199,-6.43207,True,946.96737
Antrophic,199.32455,-1.56841,-104.24866,-0.89186,229.12707,-120.58486,Q4,-0.50246,0.60144,11.50958,-3.96487,True,944.49841
Antrophic,199.37809,-0.84467,-97.98114,-0.8939,229.17265,-119.86079,Q4,0.14665,-0.39565,10.24999,2.83325,True,947.89988
Mistral,200.17764,1.09562,-105.01255,-0.87327,229.96182,-121.64905,Q3,-1.09861,-0.38527,13.59991,0.60211,True,948.38191
OpenAI,198.95028,-0.49059,-94.7079,-0.88437,228.75402,-123.05506,nan,1.75576,-0.92296,11.80732,0.71222,True,947.39744
Mistral,200.18481,0.27747,-99.76887,-0.8895,229.98794,-121.45865,Q3,1.53418,0.81254,11.65649,-0.2487,True,951.0396
Mistral,199.04156,-1.12131,-102.37101,-0.87762,228.82347,-121.47737,Q4,-1.17422,0.28465,9.86923,3.46227,True,944.02227
OpenAI,201.07018,0.67245,-96.17418,-0.88449,230.87012,-121.97048,Q2,-1.3634,4.43866,15.83964,-3.3004,True,957.2638
Mistral,201.28641,-1.09311,-103.14151,-0.89248,231.08688,-123.75314,Q2,-0.88921,-1.27243,3.85835,-1.16801,True,954.86132
OpenAI,200.68291,0.89455,-99.80578,-0.89202,230.51182,-119.64831,Q3,1.67378,-4.43544,9.79672,-0.88401,True,953.51168
Antrophic,202.54524,0.11707,-101.58646,-0.8948,232.35609,-123.7216,Q1,0.25898,-0.67284,8.99955,0.6863,True,961.93297
Mistral,201.31526,0.33533,-96.82611,-0.88864,231.12098,-121.13865,Q2,0.71422,0.03161,17.4742,-0.07302,True,958.16325
Mistral,198.82548,-0.91619,-105.62125,-0.88514,228.60687,-121.29341,nan,-2.17662,-2.4782,12.38845,8.34439,True,941.31677
Antrophic,198.30101,-0.47512,-101.79559,-0.90014,228.09995,-120.93663,nan,-0.10848,0.01188,13.22996,3.0382,True,940.60727
Antrophic,200.71324,-0.50071,-104.1829,-0.88728,230.49064,-122.81723,Q3,-0.13558,-0.10516,12.30774,0.49445,True,951.47477
OpenAI,202.23979,0.08452,-98.20398,-0.88283,232.02334,-125.40053,Q1,1.61719,-1.54949,10.27411,-5.53065,True,962.09697
OpenAI,201.17536,-0.12162,-98.70051,-0.88685,230.98065,-119.95425,Q2,0.42527,-0.33138,8.73307,-0.11676,True,956.52655
OpenAI,200.98034,0.04456,-96.49252,-0.8859,230.78787,-120.72905,Q3,-0.09149,3.2722,8.68813,3.63519,True,956.65546
OpenAI,200.03064,0.4344,-100.33872,-0.88903,229.83705,-121.01094,Q3,1.18914,-1.2245,10.52866,0.08109,True,949.98381
Mistral,199.88914,-0.25325,-100.98581,-0.88928,229.67195,-120.49646,Q4,2.18447,1.34201,12.34281,-1.5483,True,948.9528
Mistral,199.40096,0.56602,-100.7375,-0.89082,229.18669,-120.98165,Q4,2.66407,1.49616,5.19909,0.71948,True,946.63606
OpenAI,200.80023,0.45051,-96.57764,-0.88765,230.60695,-123.56116,Q3,-2.60893,0.98511,9.67696,-0.03037,True,955.71235
Mistral,199.95,-0.26077,-104.76782,-0.87481,229.73203,-120.55767,Q4,-3.81388,-1.90105,6.64298,-1.41042,True,947.36607
Mistral,198.9543,-0.86897,-102.63453,-0.89053,228.75221,-120.39652,nan,-3.77324,-0.0492,9.1356,-0.61164,True,943.45424
Antrophic,197.86227,-0.33101,-100.10821,-0.88647,227.64109,-119.36381,nan,-0.70525,-0.54789,11.81558,-1.05294,True,939.25725
OpenAI,199.9696,-0.40392,-98.72295,-0.88684,229.77083,-121.29823,Q4,1.22379,-1.1252,11.50354,0.64509,True,950.48654
Antrophic,198.91856,-1.00549,-108.38728,-0.89979,228.71623,-117.75963,nan,0.3499,0.95176,13.77677,4.28977,True,940.39918
Antrophic,200.63721,-0.55378,-100.01194,-0.9082,230.46959,-122.02996,Q3,1.27499,-0.81559,11.87893,1.98241,True,953.18009
OpenAI,199.49667,-0.25607,-104.57767,-0.88169,229.29185,-120.46687,Q4,-1.70693,0.72603,10.58435,-3.3866,True,945.19453
OpenAI,200.52515,1.24062,-99.55466,-0.88361,230.31285,-121.50099,Q3,-0.39314,1.76258,12.48796,-0.6984,True,952.84842
Antrophic,198.70986,-0.22142,-99.32688,-0.88102,228.47863,-116.58093,nan,0.02378,1.53497,9.54705,6.00617,True,943.88585
Antrophic,199.64845,-0.07095,-100.74916,-0.88234,229.41444,-120.29402,Q4,0.7584,0.17152,11.74807,2.95559,True,947.86766
Mistral,200.17386,-0.46579,-101.50176,-0.89203,229.9543,-121.2929,Q3,-0.36836,-0.95897,9.11762,-3.0096,True,950.1184
Mistral,198.12646,0.46855,-99.59243,-0.89312,227.91359,-117.47241,nan,-0.905,0.46717,5.65444,2.00532,True,940.83608
Antrophic,198.76404,0.98029,-103.62605,-0.88165,228.52632,-121.97146,nan,-0.59564,-0.03042,14.23846,2.5342,True,942.00718
OpenAI,200.25328,0.54244,-100.8192,-0.88315,230.03623,-119.30399,Q3,-0.95205,-0.66488,11.81292,-2.01772,True,950.85681
OpenAI,200.28228,-0.37855,-101.08431,-0.8878,230.09233,-118.76898,Q3,-0.92942,1.56043,8.95306,-6.39683,True,950.86925
OpenAI,200.24529,0.03941,-98.99541,-0.88205,230.03719,-119.01217,Q3,-1.12162,-0.88245,8.07426,-9.08474,True,951.72875
Antrophic,199.79284,0.3315,-105.29774,-0.90038,229.60089,-120.62624,Q4,-0.05329,-1.03179,13.04582,7.19641,True,946.31534
OpenAI,200.51531,-0.48471,-102.43565,-0.88795,230.31826,-121.47045,Q3,-0.38929,-0.6886,12.86384,-4.35664,True,951.35871
OpenAI,201.31618,0.51659,-99.1965,-0.88691,231.12546,-121.81272,Q2,-0.32937,0.78219,9.45369,-6.13319,True,956.98264
Antrophic,201.35326,1.49076,-99.90266,-0.8999,231.1523,-120.94712,Q2,-0.07757,1.68732,8.14345,3.41515,True,956.81499
Mistral,199.68502,0.09185,-96.2459,-0.8775,229.47288,-124.39775,Q4,0.985,1.35878,13.22809,-0.43487,True,950.30215
Antrophic,198.95229,-0.65696,-100.19867,-0.89649,228.76204,-118.86612,nan,-1.07945,-0.17616,6.9714,4.90776,True,944.66214
Antrophic,199.78253,0.63178,-102.4924,-0.8888,229.58177,-121.04806,Q4,-1.31572,-0.72529,12.30833,-3.7935,True,947.66644
OpenAI,198.83718,0.08175,-101.46448,-0.88783,228.63662,-115.25508,nan,-0.42882,2.26619,11.41166,-1.39528,True,943.45367
OpenAI,199.31831,-1.06158,-101.85014,-0.88253,229.10928,-121.57923,Q4,1.22929,-0.41536,9.09404,-3.07109,True,945.66646
Antrophic,201.8936,-0.96779,-99.33799,-0.87828,231.65154,-121.20435,Q2,-0.88293,0.59332,6.7568,6.17717,True,959.799
Mistral,201.5349,0.44786,-96.88143,-0.88713,231.31456,-123.13801,Q2,-1.13438,-0.1079,10.39233,1.20101,True,959.23379
Antrophic,198.55324,-0.12575,-92.8269,-0.89418,228.34558,-118.61967,nan,0.48606,-0.35416,9.86871,2.79975,True,946.35274
Antrophic,199.7456,-0.25552,-100.96898,-0.87979,229.50983,-122.65387,Q4,0.30784,-0.76299,8.81071,4.27192,True,948.24351
OpenAI,200.1208,0.78077,-102.24208,-0.88258,229.91571,-122.36111,Q3,0.58707,0.77545,8.03353,-3.0097,True,949.48294
Mistral,199.25221,-1.17456,-99.2656,-0.89717,229.04853,-117.97927,Q4,-1.18093,-1.2375,11.56217,3.2569,True,946.62823
Mistral,200.19229,-0.30869,-97.93003,-0.88476,229.99336,-121.48287,Q3,1.83715,1.65635,11.61318,-1.40815,True,951.99642
Antrophic,200.3617,1.01442,-98.79129,-0.89613,230.18152,-120.3625,Q3,1.16774,0.17665,9.5923,5.31025,True,952.41283
OpenAI,199.33711,-0.34229,-98.08779,-0.88259,229.12899,-121.21118,Q4,2.09159,-1.71726,8.78155,0.94484,True,947.64167
Mistral,199.06322,-0.56372,-103.08516,-0.87675,228.84662,-119.55509,Q4,1.04213,-0.65918,6.83549,2.02026,True,943.7735
OpenAI,200.66765,0.22811,-96.61599,-0.88501,230.47068,-121.78245,Q3,3.29497,-3.33618,12.08105,-1.3005,True,955.03025
OpenAI,199.66101,-0.17443,-101.59572,-0.89323,229.48013,-119.67291,Q4,-1.80164,1.87948,10.15299,-2.1367,True,947.5072
Antrophic,201.99806,1.83523,-104.1945,-0.89344,231.81258,-119.82203,Q1,-0.20283,-0.0111,13.83028,2.43075,True,957.89307
OpenAI,200.37301,0.36855,-98.05588,-0.88805,230.1891,-121.05949,Q3,-0.76232,-0.0395,8.5513,-4.44706,True,952.83709
OpenAI,201.28724,1.16238,-99.54222,-0.89427,231.11449,-122.08002,Q2,-1.17877,2.01423,8.63551,-3.17346,True,956.66509
Antrophic,201.36726,-0.02582,-102.24356,-0.88697,231.15412,-123.18853,Q2,0.7904,-0.53577,14.33244,0.43387,True,955.71454
OpenAI,199.8924,-0.90513,-94.3227,-0.88894,229.70798,-118.2588,Q4,-1.82022,1.35844,10.51494,4.27617,True,952.30063
Mistral,200.71215,-0.14348,-101.26419,-0.88462,230.50338,-124.14717,Q3,-0.12507,1.73752,9.58666,-4.56126,True,952.92867
Antrophic,201.15541,-0.67833,-101.76212,-0.89799,230.96911,-124.3565,Q2,0.89608,-1.43918,9.39209,3.89389,True,954.89598
OpenAI,200.81859,-0.67915,-102.22111,-0.88856,230.62603,-122.01518,Q3,0.43628,-1.8486,16.45803,-5.78729,True,952.98239
Antrophic,200.52585,-0.06266,-99.46163,-0.8898,230.31699,-121.05979,Q3,0.26556,-0.21639,11.03393,0.97904,True,952.89845
OpenAI,200.81081,0.79428,-106.62587,-0.87834,230.59152,-121.92221,Q3,-0.19257,1.83939,9.58914,-5.1353,True,950.74112
OpenAI,198.64995,0.26493,-91.88319,-0.88628,228.45173,-120.10891,nan,-1.4951,0.79881,11.58426,2.83321,True,947.30815
OpenAI,200.00455,0.96582,-103.99342,-0.88445,229.79259,-118.57681,Q3,0.92145,0.69668,11.65285,-2.46752,True,948.02603
Mistral,201.26435,0.64531,-92.03555,-0.89478,231.07047,-123.30218,Q2,-0.41459,-1.84244,6.49256,-1.13308,True,960.30397
OpenAI,199.49937,-1.65805,-96.08601,-0.87875,229.28251,-121.23094,Q4,-0.7347,-0.95076,12.31073,-5.23546,True,949.45385
Antrophic,198.34527,0.80972,-99.56609,-0.90148,228.16235,-118.7213,nan,1.1818,1.22964,14.96756,6.45131,True,941.94331
Antrophic,199.32188,0.25241,-97.4099,-0.90496,229.15416,-121.35257,Q4,0.06497,-0.20416,8.41486,-0.37127,True,947.90443
OpenAI,199.76198,0.56961,-96.13052,-0.89397,229.59281,-118.49255,Q4,-2.24193,-0.48364,7.49874,0.22563,True,950.74463
Antrophic,200.70167,-0.85373,-106.26678,-0.89672,230.52935,-121.11189,Q3,-0.02839,0.58177,17.53289,3.46705,True,950.37495
Mistral,201.52638,-0.14227,-102.49386,-0.88106,231.33019,-120.61852,Q2,0.24152,-2.41786,10.09776,-2.5233,True,956.38496
Mistral,200.52645,0.71616,-105.85949,-0.88852,230.32502,-119.44733,Q3,-0.42674,-1.04945,5.53247,-3.43051,True,949.70248
Mistral,198.94635,-1.30279,-101.52236,-0.88595,228.74819,-119.91816,nan,0.13229,1.24308,14.65669,4.42635,True,943.97056
Mistral,200.98612,0.0757,-101.01518,-0.89371,230.79262,-122.35243,Q3,0.8346,2.03528,9.81288,-4.54099,True,954.42298
OpenAI,201.27161,-1.51215,-101.01653,-0.89207,231.08751,-122.28867,Q2,-2.62642,1.00564,13.48646,-0.54625,True,955.84979
Mistral,200.74018,1.57436,-104.41793,-0.88934,230.53859,-123.36227,Q3,1.04791,-0.48366,5.96823,-4.10829,True,951.49191
Antrophic,198.40583,-0.06679,-106.47169,-0.88988,228.19445,-119.48828,nan,2.20837,-0.00543,9.83771,-1.78606,True,938.79333
Antrophic,200.35762,-0.18281,-99.66228,-0.88274,230.12424,-119.53294,Q3,1.26273,0.65286,13.79141,2.89139,True,951.95694
Mistral,199.05448,-0.1739,-100.33556,-0.89583,228.85754,-118.51757,Q4,1.30272,2.37449,13.78632,0.8811,True,945.10464
Antrophic,200.8118,-0.67653,-103.2436,-0.88842,230.58047,-120.21892,Q3,-0.29483,-0.03386,14.73594,4.98251,True,952.43721
OpenAI,199.17643,0.08187,-92.16082,-0.88867,228.984,-118.67119,Q4,-1.11552,0.30133,13.3791,2.49886,True,949.80173
Mistral,199.03395,-0.28587,-98.42291,-0.88641,228.82621,-119.63042,Q4,-0.00088,-0.45804,11.04927,2.62249,True,945.95828
OpenAI,200.47436,0.3048,-101.76187,-0.88534,230.27683,-119.62377,Q3,0.76013,-0.87627,10.01545,0.11566,True,951.49086
Mistral,198.83626,-0.60105,-99.21603,-0.87555,228.61701,-119.25816,nan,-1.73328,-2.76578,14.42478,-0.43922,True,944.57327
OpenAI,199.22329,-0.72966,-100.9656,-0.89279,229.03907,-122.44083,Q4,-1.29937,0.69477,11.3784,0.22173,True,945.63366
OpenAI,198.60533,0.38197,-99.32465,-0.89499,228.42973,-119.27096,nan,-0.82307,1.50081,12.87667,-8.13436,True,943.36432
OpenAI,201.09149,1.11591,-108.20803,-0.88629,230.89727,-124.2285,Q2,1.02546,0.08096,12.31214,-4.08729,True,951.35341
OpenAI,199.32745,-0.02932,-97.09072,-0.88451,229.12021,-117.66906,Q4,0.57147,-0.48803,9.77838,-3.07806,True,948.09188
Antrophic,200.24038,-0.86893,-99.55567,-0.89514,230.04953,-119.40292,Q3,1.7862,-0.31037,15.78242,5.12673,True,951.42406
Mistral,199.18296,0.0746,-96.65819,-0.88134,228.98108,-121.69008,Q4,2.22592,2.57925,10.93,-2.21384,True,947.58573
Mistral,200.16319,0.72816,-98.96609,-0.88453,229.9667,-121.63165,Q3,-1.08757,3.04645,17.71081,3.671,True,951.3329
Mistral,198.23273,-0.56449,-103.45353,-0.88676,228.02794,-117.0852,nan,-1.49338,-2.16843,11.1482,2.14666,True,939.43689
Mistral,199.43214,-0.20111,-101.78187,-0.88461,229.22474,-120.78713,Q4,-0.33703,1.35653,10.16399,6.43114,True,946.26979
OpenAI,199.46047,0.65983,-100.55811,-0.89176,229.27683,-120.41486,Q4,1.46308,-2.27201,15.03447,-6.19351,True,947.0233
Mistral,201.54209,0.5,-103.12702,-0.89564,231.33128,-121.5043,Q2,-0.66069,0.24302,13.76171,-4.84042,True,956.14694
OpenAI,201.06615,-0.20381,-100.01358,-0.88334,230.86451,-120.01603,Q2,1.44984,-1.24961,15.3024,0.69785,True,955.32397
OpenAI,201.60246,0.46096,-98.46455,-0.89525,231.43143,-121.23577,Q2,-4.44507,3.26223,10.13929,-5.09304,True,958.78001
OpenAI,200.84797,0.90788,-104.35082,-0.88267,230.64005,-121.98239,Q3,0.52985,-1.17625,4.95428,-5.20513,True,952.06445
Mistral,200.13609,-0.9272,-100.89834,-0.87603,229.92627,-122.78529,Q3,-0.58162,1.06659,10.74833,0.44379,True,950.23126
Antrophic,199.68577,-0.41683,-101.13755,-0.89683,229.48515,-119.99471,Q4,-0.56819,-0.38021,11.54661,7.84522,True,947.86005
Mistral,199.51099,0.45297,-98.87315,-0.87743,229.2949,-123.69025,Q4,0.21034,-0.38678,9.734,0.60145,True,948.11839
Mistral,198.34409,-0.2063,-100.54128,-0.89365,228.1425,-119.03598,nan,0.67917,0.6803,17.05974,0.0043,True,941.44983
Antrophic,202.29379,0.35746,-104.07392,-0.89994,232.11813,-123.90316,Q1,-0.07205,0.3998,12.61191,-4.55817,True,959.43198
Antrophic,200.69607,-0.62186,-101.01016,-0.89117,230.49515,-118.88889,Q3,0.04727,-0.00455,8.62444,3.64028,True,952.97529
Antrophic,200.36844,0.62247,-98.05991,-0.8875,230.14927,-122.7369,Q3,-0.22089,0.12433,10.06262,1.83527,True,952.81224
Mistral,200.69306,-0.51471,-95.52129,-0.89382,230.48813,-119.78488,Q3,-0.30449,-0.84262,9.47749,1.15629,True,955.70466
OpenAI,199.58523,0.76776,-95.85233,-0.88519,229.38976,-122.03176,Q4,0.54356,2.11997,10.40297,-5.4097,True,949.99999
